Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
38342418,"$20,000","$20,000",18.54%,1.00%,"January 14, 2015","January 21, 2020","January 21, 2020",$0,RENT,"$7,333 / month",34.68%,2 years ,952xx,N/a,N/a,N/a,Desktop Engineer ,N/a,665-669,0,10/1998,$0.00,13,0,22,49,"$11,020.00",0,99.30%,n/a,1
38342517,"$35,000","$35,000",8.19%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$10,417 / month",18.77%,10+ years ,907xx,N/a,N/a,N/a,Customer Support Manager,N/a,760-764,0,04/1977,$0.00,21,0,51,n/a,"$48,399.00",0,34.30%,n/a,0
38351588,"$12,000","$12,000",11.44%,1.00%,"January 15, 2015","January 5, 2018","January 5, 2020",$0,RENT,"$5,000 / month",7.16%,2 years ,068xx,N/a,N/a,N/a,programmer,N/a,735-739,0,05/2008,$0.00,4,0,9,n/a,"$2,953.00",0,27.10%,n/a,0
38361657,"$35,000","$35,000",20.99%,1.00%,"January 14, 2015","January 19, 2020","January 19, 2020",$0,MORTGAGE,"$20,000 / month",12.01%,10+ years ,853xx,N/a,N/a,N/a,President & CEO,N/a,680-684,0,12/1975,$0.00,16,2,35,12,"$44,857.00",0,58.10%,n/a,0
38361748,"$3,000","$3,000",14.99%,1.00%,"January 15, 2015","January 5, 2018","January 5, 2020",$0,RENT,"$3,750 / month",24.59%,n/a,891xx,N/a,N/a,N/a,n/a,N/a,660-664,0,04/1974,$0.00,26,0,33,n/a,"$9,861.00",0,41.40%,n/a,1
38362085,"$7,800","$7,800",6.03%,1.00%,"January 14, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$5,056 / month",20.64%,6 years ,065xx,N/a,N/a,N/a,Paralegal,N/a,680-684,0,02/1986,$0.00,15,0,39,26,"$5,917.00",1,14.80%,62,0
38362508,"$26,425","$26,425",16.49%,1.00%,"January 14, 2015","January 6, 2020","January 6, 2020",$0,MORTGAGE,"$4,417 / month",5.73%,10+ years ,421xx,N/a,N/a,N/a,Operations Specialist,N/a,730-734,0,03/1987,$0.00,14,0,34,70,"$9,294.00",0,20.70%,n/a,0
38371846,"$7,200","$7,200",8.67%,1.00%,"January 15, 2015","January 5, 2018","January 5, 2020",$0,RENT,"$2,500 / month",11.16%,4 years ,850xx,N/a,N/a,N/a,Transportation,N/a,700-704,0,03/2010,$0.00,7,0,7,n/a,"$7,868.00",0,52.10%,n/a,0
38381273,"$35,000","$35,000",18.54%,1.00%,"January 15, 2015","January 3, 2020","January 3, 2020",$0,RENT,"$8,750 / month",22.95%,n/a,926xx,N/a,N/a,N/a,n/a,N/a,725-729,0,08/1977,$0.00,15,0,44,n/a,"$40,060.00",0,35.00%,n/a,2
38413214,"$15,000","$15,000",14.31%,1.00%,"January 14, 2015","January 12, 2020","January 12, 2020",$0,RENT,"$5,750 / month",23.44%,10+ years ,850xx,N/a,N/a,N/a,grocery mgr,N/a,670-674,0,11/1991,$0.00,12,0,43,28,"$18,257.00",0,67.60%,n/a,0
38414650,"$30,750","$30,750",19.99%,1.00%,"January 14, 2015","January 25, 2020","January 25, 2020",$0,MORTGAGE,"$5,833 / month",22.72%,10+ years ,452xx,N/a,N/a,N/a,shift supervisor,N/a,680-684,0,09/2006,$0.00,10,0,13,n/a,"$22,560.00",1,64.10%,79,1
38414815,"$19,300","$19,300",16.49%,1.00%,"January 15, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$5,510 / month",13.39%,10+ years ,104xx,N/a,N/a,N/a,tppa,N/a,670-674,0,04/2003,$0.00,9,1,22,20,"$4,884.00",0,74.00%,n/a,1
38414833,"$20,000","$20,000",10.49%,1.00%,"January 14, 2015","January 13, 2020","January 13, 2020",$0,MORTGAGE,"$4,167 / month",21.99%,10+ years ,165xx,N/a,N/a,N/a,Teacher,N/a,685-689,0,09/2003,$0.00,8,0,21,n/a,"$13,058.00",0,84.80%,n/a,0
38415180,"$18,000","$18,000",16.49%,1.00%,"January 15, 2015","January 22, 2020","January 22, 2020",$0,MORTGAGE,"$13,250 / month",7.68%,10+ years ,917xx,N/a,N/a,N/a,Police Sergeant / Assistant Watch Comman,N/a,660-664,0,02/2004,$0.00,14,0,22,n/a,"$5,598.00",1,55.40%,67,1
38415266,"$11,200","$11,200",15.59%,1.00%,"January 20, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$4,500 / month",5.13%,1 year ,912xx,N/a,N/a,N/a,technician,N/a,670-674,0,02/1999,$0.00,11,6,19,7,"$8,109.00",0,98.90%,n/a,3
38415297,"$3,000","$3,000",9.49%,1.00%,"January 16, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$2,333 / month",5.06%,6 years ,782xx,N/a,N/a,N/a,floral designer,N/a,660-664,0,01/1981,$0.00,6,0,15,n/a,"$3,536.00",1,8.80%,81,0
38415324,"$15,000","$15,000",14.31%,1.00%,"January 15, 2015","January 14, 2020","January 14, 2020",$0,MORTGAGE,"$4,167 / month",16.75%,5 years ,336xx,N/a,N/a,N/a,Driver,N/a,680-684,0,05/2005,$0.00,7,0,19,57,"$14,418.00",0,71.00%,n/a,1
38415532,"$18,000","$18,000",8.19%,1.00%,"January 14, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$5,000 / month",14.46%,10+ years ,610xx,N/a,N/a,N/a,owner,N/a,690-694,0,08/1989,$0.00,8,0,18,48,"$4,323.00",0,19.40%,n/a,1
38416045,"$4,750","$4,750",14.31%,1.00%,"January 15, 2015","January 15, 2018","January 15, 2020",$0,RENT,"$4,833 / month",8.69%,7 years ,330xx,N/a,N/a,N/a,Pit manager,N/a,680-684,0,09/2000,$0.00,6,1,15,20,"$1,184.00",0,91.10%,n/a,0
38416088,"$27,000","$27,000",15.99%,1.00%,"January 16, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$6,500 / month",19.15%,10+ years ,483xx,N/a,N/a,N/a,registered nurse,N/a,675-679,0,04/2002,$0.00,15,3,28,4,"$22,369.00",0,62.10%,n/a,1
38416302,"$7,000","$7,000",11.44%,1.00%,"January 15, 2015","January 16, 2018","January 16, 2020",$0,RENT,"$4,000 / month",7.68%,5 years ,377xx,N/a,N/a,N/a,dam maintenance,N/a,670-674,0,09/2002,$0.00,4,0,18,n/a,"$4,034.00",0,53.80%,n/a,0
38416454,"$13,475","$13,475",19.24%,1.00%,"January 14, 2015","January 16, 2020","January 16, 2020",$0,MORTGAGE,"$4,500 / month",9.30%,< 1 year ,925xx,N/a,N/a,N/a,Resource Specialist,N/a,680-684,0,10/1999,$0.00,22,0,51,55,"$4,171.00",0,47.40%,n/a,0
38416483,"$7,775","$7,775",19.99%,1.00%,"January 14, 2015","January 16, 2018","January 16, 2020",$0,RENT,"$3,000 / month",33.33%,4 years ,302xx,N/a,N/a,N/a,1. LPN/ 2. driver,N/a,680-684,0,11/2002,$0.00,29,0,37,n/a,"$20,117.00",0,77.70%,n/a,1
38416492,"$3,200","$3,200",6.99%,1.00%,"January 15, 2015","January 16, 2018","January 16, 2020",$0,OWN,"$3,167 / month",5.31%,8 years ,288xx,N/a,N/a,N/a,Store Graphic Artist,N/a,720-724,0,08/2000,$0.00,5,0,15,n/a,"$2,484.00",0,44.40%,n/a,0
38416628,"$2,350","$2,350",15.59%,1.00%,"January 16, 2015","January 16, 2018","January 16, 2020",$0,RENT,"$1,361 / month",27.04%,3 years ,914xx,N/a,N/a,N/a,assembling,N/a,665-669,0,02/2011,$0.00,7,0,7,35,"$2,148.00",0,43.00%,n/a,0
38416755,"$12,375","$12,375",18.54%,1.00%,"January 14, 2015","January 20, 2020","January 20, 2020",$0,MORTGAGE,"$4,667 / month",21.32%,10+ years ,378xx,N/a,N/a,N/a,utility tech3,N/a,670-674,0,04/1993,$0.00,10,2,20,5,"$1,494.00",0,29.30%,n/a,0
38417226,"$33,500","$33,500",10.49%,1.00%,"January 15, 2015","January 18, 2020","January 18, 2020",$0,OWN,"$10,417 / month",12.09%,2 years ,275xx,N/a,N/a,N/a,Investment Advisor,N/a,765-769,0,06/1991,$0.00,6,0,17,n/a,"$19,132.00",0,73.60%,n/a,0
38417228,"$10,000","$10,000",14.31%,1.00%,"January 15, 2015","January 18, 2018","January 18, 2020",$0,RENT,"$4,333 / month",24.07%,4 years ,761xx,N/a,N/a,N/a,foreman,N/a,665-669,0,03/2011,$0.00,13,0,15,31,"$9,816.00",0,40.60%,n/a,2
38417331,"$3,000","$3,000",11.44%,1.00%,"January 16, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$1,917 / month",19.83%,3 years ,197xx,N/a,N/a,N/a,Reserach Assistant ,N/a,660-664,0,07/2007,$0.00,9,0,13,24,"$6,048.00",0,43.20%,n/a,1
38417439,"$5,000","$5,000",11.99%,1.00%,"January 16, 2015","January 18, 2018","January 18, 2020",$0,MORTGAGE,"$5,417 / month",14.24%,< 1 year ,752xx,N/a,N/a,N/a,AVP,N/a,725-729,0,03/2001,$0.00,8,0,11,n/a,"$1,860.00",2,14.50%,117,1
38417964,"$21,000","$21,000",17.14%,1.00%,"January 20, 2015","January 23, 2020","January 23, 2020",$0,OWN,"$10,833 / month",14.65%,6 years ,902xx,N/a,N/a,N/a,director,N/a,705-709,0,10/1993,$0.00,5,1,17,7,$774.00,0,29.80%,n/a,0
38418168,"$10,000","$10,000",14.31%,1.00%,"January 14, 2015","January 20, 2020","January 20, 2020",$0,OWN,"$1,917 / month",27.40%,8 years ,454xx,N/a,N/a,N/a,Cashier,N/a,665-669,0,04/2002,$0.00,6,1,17,6,"$2,898.00",0,33.30%,n/a,2
38418264,"$9,600","$9,600",15.99%,1.00%,"January 15, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$2,000 / month",11.85%,< 1 year ,462xx,N/a,N/a,N/a,Waiter,N/a,690-694,0,10/2001,$0.00,11,0,18,n/a,"$12,609.00",0,65.70%,n/a,0
38418540,"$6,000","$6,000",12.39%,1.00%,"January 20, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$5,250 / month",13.03%,8 years ,551xx,N/a,N/a,N/a,Associate,N/a,660-664,0,10/2011,$0.00,10,0,11,n/a,"$10,431.00",0,61.00%,n/a,0
38425377,"$8,575","$8,575",17.14%,1.00%,"January 15, 2015","January 12, 2018","January 12, 2020",$0,MORTGAGE,"$4,556 / month",3.01%,10+ years ,402xx,N/a,N/a,N/a,dispatcher,N/a,665-669,0,10/2011,$0.00,3,0,4,n/a,"$4,380.00",0,91.20%,n/a,0
38426036,"$30,000","$30,000",12.99%,1.00%,"January 20, 2015","January 14, 2018","January 14, 2020",$0,RENT,"$36,250 / month",10.49%,2 years ,949xx,N/a,N/a,N/a,President,N/a,700-704,0,03/1975,$0.00,10,0,20,n/a,"$110,113.00",0,93.40%,n/a,0
38426051,"$13,550","$13,550",20.99%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,RENT,"$4,167 / month",29.35%,3 years ,235xx,N/a,N/a,N/a,Air Traffic Controller,N/a,660-664,0,07/2003,$0.00,23,0,55,n/a,"$5,789.00",1,52.20%,55,1
38426076,"$7,000","$7,000",7.49%,1.00%,"January 15, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$4,583 / month",26.35%,10+ years ,350xx,N/a,N/a,N/a,COORDINATOR,N/a,735-739,0,11/1998,$0.00,25,0,38,n/a,"$11,228.00",0,16.90%,n/a,0
38426640,"$8,000","$8,000",12.39%,1.00%,"January 14, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$2,953 / month",27.54%,n/a,300xx,N/a,N/a,N/a,n/a,N/a,660-664,0,01/1981,$0.00,11,0,30,n/a,"$8,383.00",1,69.90%,71,1
38426816,"$8,000","$8,000",6.99%,1.00%,"January 15, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$2,175 / month",26.60%,10+ years ,968xx,N/a,N/a,N/a,customer service specialist,N/a,695-699,0,02/2000,$0.00,22,0,32,n/a,"$21,488.00",0,31.50%,n/a,1
38426854,"$6,000","$6,000",13.66%,1.00%,"January 16, 2015","January 15, 2018","January 15, 2020",$0,OWN,"$2,750 / month",12.22%,10+ years ,366xx,N/a,N/a,N/a,assistant manager,N/a,690-694,0,08/1997,$0.00,11,0,15,n/a,"$8,959.00",0,42.50%,n/a,0
38427064,"$22,800","$22,800",10.49%,1.00%,"January 14, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$5,412 / month",21.27%,9 years ,916xx,N/a,N/a,N/a,"Archives, Supervisor",N/a,730-734,0,05/1998,$0.00,12,0,25,n/a,"$15,208.00",0,57.00%,n/a,0
38427214,"$11,600","$11,600",17.14%,1.00%,"January 14, 2015","January 17, 2018","January 17, 2020",$0,OWN,"$5,750 / month",20.13%,9 years ,291xx,N/a,N/a,N/a,Utility Business Director,N/a,680-684,0,05/1993,$0.00,16,6,47,10,"$16,072.00",0,89.30%,n/a,0
38427567,"$10,000","$10,000",6.99%,1.00%,"January 14, 2015","January 16, 2018","January 16, 2020",$0,RENT,"$5,000 / month",22.18%,< 1 year ,100xx,N/a,N/a,N/a,"Associate Vice President, Research",N/a,695-699,0,03/1991,$0.00,9,1,12,16,"$27,252.00",0,58.90%,n/a,0
38427682,"$4,000","$4,000",13.66%,1.00%,"January 14, 2015","January 17, 2018","January 17, 2020",$0,MORTGAGE,"$3,750 / month",0.00%,5 years ,207xx,N/a,N/a,N/a,maintenance,N/a,730-734,0,09/2010,$0.00,8,0,15,n/a,$0.00,0,0.00%,n/a,0
38427706,"$2,000","$2,000",12.99%,1.00%,"January 14, 2015","January 17, 2018","January 17, 2020",$0,RENT,"$2,083 / month",25.83%,1 year ,321xx,N/a,N/a,N/a,custodian,N/a,665-669,0,10/2004,$0.00,6,4,17,3,"$6,967.00",0,34.70%,n/a,1
38427780,"$3,000","$3,000",18.54%,1.00%,"January 14, 2015","January 17, 2018","January 17, 2020",$0,RENT,$754 / month,15.92%,n/a,300xx,N/a,N/a,N/a,n/a,N/a,680-684,0,09/2000,$0.00,3,0,19,n/a,"$2,513.00",0,57.10%,n/a,0
38427798,"$19,000","$19,000",11.99%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,OWN,"$4,000 / month",24.90%,1 year ,596xx,N/a,N/a,N/a,Transportation Planner,N/a,700-704,0,08/2006,$0.00,12,0,29,n/a,"$15,156.00",0,76.50%,n/a,0
38427900,"$17,500","$17,500",13.66%,1.00%,"January 14, 2015","January 17, 2020","January 17, 2020",$0,MORTGAGE,"$7,750 / month",24.00%,10+ years ,433xx,N/a,N/a,N/a,"Manager, Transportation the Americas",N/a,670-674,0,11/2000,$0.00,14,0,33,26,"$12,459.00",0,60.50%,n/a,0
38428047,"$20,000","$20,000",13.66%,1.00%,"January 15, 2015","January 17, 2020","January 17, 2020",$0,RENT,"$7,167 / month",18.47%,10+ years ,968xx,N/a,N/a,N/a,Financial Management Officer,N/a,660-664,0,01/2001,$0.00,15,2,25,3,"$21,318.00",0,60.60%,n/a,1
38428064,"$29,975","$29,975",25.83%,1.00%,"January 20, 2015","January 18, 2020","January 18, 2020",$0,MORTGAGE,"$7,876 / month",15.15%,10+ years ,359xx,N/a,N/a,N/a,Parks and Rec Supervisor,N/a,700-704,0,03/2000,$0.00,11,0,19,30,"$7,429.00",0,63.00%,n/a,0
38428081,"$18,000","$18,000",11.99%,1.00%,"January 20, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$7,000 / month",17.94%,6 years ,761xx,N/a,N/a,N/a,Rn,N/a,675-679,0,01/1981,$0.00,19,0,50,62,"$16,841.00",0,68.70%,n/a,0
38428381,"$10,200","$10,200",10.49%,1.00%,"January 13, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$8,132 / month",18.72%,8 years ,331xx,N/a,N/a,N/a,"Aviation Solutions Manager, Caribbean",N/a,695-699,0,10/2010,$0.00,12,0,16,n/a,"$18,522.00",0,53.50%,n/a,0
38428667,"$3,500","$3,500",11.99%,1.00%,"January 20, 2015","January 19, 2018","January 19, 2020",$0,OWN,"$3,667 / month",17.73%,n/a,104xx,N/a,N/a,N/a,n/a,N/a,665-669,0,09/1987,$0.00,14,0,37,66,"$9,687.00",1,51.00%,75,0
38428788,"$35,000","$35,000",18.54%,1.00%,"January 20, 2015","January 20, 2020","January 20, 2020",$0,RENT,"$8,167 / month",20.12%,< 1 year ,731xx,N/a,N/a,N/a,Quality Manager,N/a,685-689,0,02/1996,$0.00,15,0,38,n/a,"$44,814.00",0,83.10%,n/a,0
38429058,"$24,000","$24,000",10.49%,1.00%,"January 13, 2015","January 19, 2018","January 19, 2020",$0,OWN,"$6,250 / month",29.15%,10+ years ,333xx,N/a,N/a,N/a,Customer Service Supervisor,N/a,715-719,0,05/1992,$0.00,11,1,25,16,"$71,233.00",0,77.50%,n/a,0
38429231,"$7,000","$7,000",11.44%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,OWN,"$25,000 / month",12.66%,10+ years ,794xx,N/a,N/a,N/a,Pathologist,N/a,665-669,0,07/1987,$0.00,12,0,38,n/a,"$78,267.00",0,90.20%,n/a,0
38429454,"$6,925","$6,925",11.99%,1.00%,"January 15, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$3,333 / month",22.47%,10+ years ,394xx,N/a,N/a,N/a,CNA,N/a,675-679,0,02/1995,$0.00,9,2,18,10,"$2,279.00",0,60.00%,n/a,2
38429776,"$11,000","$11,000",7.49%,1.00%,"January 20, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$6,500 / month",5.71%,10+ years ,553xx,N/a,N/a,N/a,Insurance Agent,N/a,675-679,0,12/1993,$0.00,9,0,20,28,"$14,109.00",0,78.80%,n/a,2
38429861,"$26,375","$26,375",16.49%,1.00%,"January 16, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$6,083 / month",22.11%,10+ years ,553xx,N/a,N/a,N/a,Customer Service Manager,N/a,660-664,0,12/1988,$0.00,12,5,27,13,"$4,015.00",0,48.40%,n/a,2
38434734,"$10,775","$10,775",15.59%,1.00%,"January 16, 2015","January 11, 2018","January 11, 2020",$0,RENT,"$2,500 / month",30.32%,n/a,302xx,N/a,N/a,N/a,n/a,N/a,665-669,0,11/1982,$0.00,18,0,51,24,"$14,437.00",1,44.40%,76,1
38434973,"$25,000","$25,000",8.19%,1.00%,"January 16, 2015","January 12, 2020","January 12, 2020",$0,OWN,"$8,083 / month",16.82%,10+ years ,067xx,N/a,N/a,N/a,R & D lab Manager,N/a,745-749,0,03/1992,$0.00,8,0,20,44,"$23,274.00",0,34.00%,n/a,1
38435161,"$27,000","$27,000",17.86%,1.00%,"January 15, 2015","January 13, 2020","January 13, 2020",$0,MORTGAGE,"$7,178 / month",31.25%,7 years ,731xx,N/a,N/a,N/a,Enterprise Capabilities Project Manager,N/a,715-719,0,12/1992,$0.00,9,0,31,n/a,"$18,394.00",0,88.00%,n/a,0
38435470,"$6,000","$6,000",17.86%,1.00%,"January 14, 2015","January 12, 2018","January 12, 2020",$0,RENT,"$4,750 / month",23.81%,10+ years ,113xx,N/a,N/a,N/a,Records specialist,N/a,660-664,0,07/2000,$0.00,12,0,20,29,"$15,127.00",0,62.00%,n/a,2
38435522,"$18,500","$18,500",17.14%,1.00%,"January 20, 2015","January 13, 2020","January 13, 2020",$0,RENT,"$4,833 / month",22.14%,< 1 year ,014xx,N/a,N/a,N/a,Manager,N/a,660-664,0,11/2002,$0.00,11,0,26,39,"$7,850.00",1,87.20%,110,0
38435676,"$12,000","$12,000",8.67%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$6,250 / month",2.62%,10+ years ,296xx,N/a,N/a,N/a,Supervisor,N/a,665-669,0,06/1999,$0.00,8,0,18,37,"$2,892.00",2,21.70%,40,0
38435918,"$18,000","$18,000",12.39%,1.00%,"January 15, 2015","January 13, 2020","January 13, 2020",$0,MORTGAGE,"$3,333 / month",19.35%,5 years ,630xx,N/a,N/a,N/a,Manager,N/a,675-679,0,07/2002,$0.00,9,0,15,n/a,"$16,259.00",0,57.70%,n/a,0
38436243,"$5,950","$5,950",17.86%,1.00%,"January 20, 2015","January 13, 2018","January 13, 2020",$0,RENT,"$2,917 / month",10.29%,3 years ,100xx,N/a,N/a,N/a,habilitation specialist,N/a,665-669,0,09/2005,$0.00,16,0,31,34,$972.00,0,15.70%,n/a,0
38436395,"$10,000","$10,000",11.44%,1.00%,"January 14, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$5,417 / month",20.00%,4 years ,620xx,N/a,N/a,N/a,Officer,N/a,700-704,0,06/2007,$0.00,12,0,19,n/a,"$17,290.00",0,34.10%,n/a,0
38436486,"$10,000","$10,000",15.59%,1.00%,"January 14, 2015","January 14, 2018","January 14, 2020",$0,RENT,"$3,750 / month",27.60%,5 years ,951xx,N/a,N/a,N/a,Cnc machinist,N/a,680-684,0,08/2007,$0.00,7,0,10,n/a,"$6,581.00",0,73.90%,n/a,0
38436493,"$25,000","$25,000",15.99%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$6,250 / month",25.33%,1 year ,484xx,N/a,N/a,N/a,Body Shop Manger,N/a,660-664,0,01/2004,$0.00,13,3,22,6,"$5,977.00",0,58.00%,n/a,1
38437036,"$12,000","$12,000",6.49%,1.00%,"January 20, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$3,750 / month",18.35%,1 year ,954xx,N/a,N/a,N/a,Carpenter,N/a,710-714,0,02/2007,$0.00,6,0,11,n/a,"$12,693.00",0,88.10%,n/a,0
38437289,"$12,500","$12,500",6.03%,1.00%,"January 20, 2015","January 15, 2018","January 15, 2020",$0,MORTGAGE,"$8,750 / month",17.09%,2 years ,958xx,N/a,N/a,N/a,Psychologist,N/a,740-744,0,08/1997,$0.00,13,2,53,13,"$4,777.00",0,27.80%,n/a,0
38437424,"$20,000","$20,000",8.67%,1.00%,"January 14, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$5,667 / month",14.10%,7 years ,037xx,N/a,N/a,N/a,Staff RN,N/a,690-694,0,04/2003,$0.00,11,0,26,79,"$16,920.00",0,84.60%,n/a,0
38437498,"$28,000","$28,000",6.49%,1.00%,"January 14, 2015","January 16, 2018","January 16, 2020",$0,RENT,"$7,083 / month",13.35%,10+ years ,111xx,N/a,N/a,N/a,Advanced Gemology Manager,N/a,710-714,0,07/1997,$0.00,8,0,27,n/a,"$31,142.00",0,55.50%,n/a,0
38437920,"$3,000","$3,000",10.49%,1.00%,"January 15, 2015","January 17, 2018","January 17, 2020",$0,RENT,"$5,417 / month",11.75%,4 years ,760xx,N/a,N/a,N/a,Head Golf Professional,N/a,710-714,0,05/1988,$0.00,5,0,12,n/a,"$2,888.00",0,27.80%,n/a,0
38437926,"$20,750","$20,750",16.49%,1.00%,"January 14, 2015","January 17, 2020","January 17, 2020",$0,MORTGAGE,"$4,333 / month",32.40%,10+ years ,637xx,N/a,N/a,N/a,Quality Auditor,N/a,690-694,0,06/1996,$0.00,15,0,27,n/a,"$39,524.00",0,52.60%,n/a,0
38438404,"$9,600","$9,600",14.31%,1.00%,"January 14, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$2,015 / month",11.36%,n/a,435xx,N/a,N/a,N/a,n/a,N/a,700-704,0,07/1989,$0.00,3,0,9,n/a,"$8,053.00",0,72.50%,n/a,0
38438967,"$6,125","$6,125",14.31%,1.00%,"January 20, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$2,417 / month",25.99%,2 years ,028xx,N/a,N/a,N/a,Barista,N/a,660-664,0,12/1998,$0.00,5,0,20,40,"$3,165.00",1,70.00%,41,2
38438991,"$13,250","$13,250",21.99%,1.00%,"January 16, 2015","January 19, 2020","January 19, 2020",$0,RENT,"$3,083 / month",36.43%,< 1 year ,288xx,N/a,N/a,N/a,Police Officer,N/a,660-664,0,09/2008,$0.00,22,0,26,n/a,"$10,986.00",0,57.50%,n/a,0
38439095,"$10,000","$10,000",14.99%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$6,250 / month",14.30%,4 years ,028xx,N/a,N/a,N/a,SENIOR MANAGER,N/a,680-684,0,08/1996,$0.00,11,0,20,n/a,"$26,834.00",0,73.50%,n/a,0
38439217,"$7,000","$7,000",8.19%,1.00%,"January 20, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$5,167 / month",30.58%,3 years ,662xx,N/a,N/a,N/a,Senior Human Resources Generalist,N/a,680-684,0,04/1995,$0.00,17,0,63,59,"$10,738.00",1,55.60%,62,2
38439225,"$20,000","$20,000",11.44%,1.00%,"January 15, 2015","January 19, 2020","January 19, 2020",$0,MORTGAGE,"$6,583 / month",25.06%,4 years ,928xx,N/a,N/a,N/a,IT System Administrator,N/a,710-714,0,02/1999,$0.00,12,0,22,n/a,"$25,613.00",0,61.00%,n/a,0
38439248,"$7,000","$7,000",10.49%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,OWN,"$3,382 / month",4.20%,10+ years ,366xx,N/a,N/a,N/a,CUSTOMER SERVICE,N/a,670-674,0,12/2003,$0.00,6,0,15,50,"$4,298.00",0,26.70%,n/a,1
38439269,"$3,000","$3,000",11.99%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$6,250 / month",24.46%,2 years ,231xx,N/a,N/a,N/a,Registered nurse,N/a,675-679,0,02/1994,$0.00,24,4,40,5,"$20,364.00",0,55.90%,n/a,1
38439344,"$23,725","$23,725",18.54%,1.00%,"January 20, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$10,417 / month",13.96%,9 years ,891xx,N/a,N/a,N/a,Coordinator,N/a,710-714,0,03/1990,$0.00,13,0,51,29,"$6,640.00",0,20.60%,n/a,2
38439399,"$3,000","$3,000",11.44%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$2,167 / month",21.14%,8 years ,129xx,N/a,N/a,N/a,Maintenance,N/a,675-679,0,09/1993,$0.00,6,0,10,n/a,"$3,082.00",0,30.00%,n/a,5
38439409,"$5,300","$5,300",17.86%,1.00%,"January 15, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$3,467 / month",16.71%,10+ years ,307xx,N/a,N/a,N/a,owner,N/a,665-669,0,09/2000,$0.00,8,1,19,23,"$6,001.00",0,42.00%,n/a,2
38439468,"$13,200","$13,200",17.86%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$7,083 / month",26.99%,9 years ,951xx,N/a,N/a,N/a,Teacher / Student Advisor,N/a,660-664,1,05/2005,"$2,857.00",17,4,35,1,"$7,657.00",0,29.80%,n/a,1
38439476,"$21,600","$21,600",8.67%,1.00%,"January 15, 2015","January 20, 2020","January 20, 2020",$0,MORTGAGE,"$6,000 / month",14.98%,5 years ,335xx,N/a,N/a,N/a,Avionics Lead Technician,N/a,660-664,0,09/2001,$0.00,10,0,18,25,"$8,315.00",0,55.10%,n/a,0
